ticket_id,customer_id,company_name,segment,category,issue_type,severity,created_date,resolved_date,resolution_hours,description,resolution_notes,csat_score
TICKET-00621,CUST-0097,QueueManager Corp,SMB,Feature,UI/UX feedback,High,2025-07-07,2025-07-08,41,QueueManager Corp (SMB) reported: UI/UX feedback. Severity: High. Impacting business operations.,Resolved by providing fix. Customer satisfaction: 3/5.,3
TICKET-00622,CUST-0097,QueueManager Corp,SMB,Billing,Payment issue,High,2025-10-23,2025-10-24,41,QueueManager Corp (SMB) reported: Payment issue. Severity: High. Impacting business operations.,Resolved by providing configuration change. Customer satisfaction: 2/5.,2
TICKET-00623,CUST-0098,StreamPro Systems,SMB,Training,Best practices,High,2022-12-24,2022-12-25,42,StreamPro Systems (SMB) reported: Best practices. Severity: High. Impacting business operations.,Resolved by providing documentation. Customer satisfaction: 4/5.,4
TICKET-00624,CUST-0099,DevTools Group,Commercial,Training,How-to question,Low,2026-05-06,2026-05-08,71,DevTools Group (Commercial) reported: How-to question. Severity: Low.,Resolved by providing feature update. Customer satisfaction: 5/5.,5
TICKET-00625,CUST-0099,DevTools Group,Commercial,Technical,Performance slow,Medium,2026-03-09,2026-03-12,78,DevTools Group (Commercial) reported: Performance slow. Severity: Medium.,Resolved by providing documentation. Customer satisfaction: 4/5.,4
TICKET-00626,CUST-0100,DisasterRecovery Inc,SMB,Feature,Missing functionality,High,2023-05-02,2023-05-03,36,DisasterRecovery Inc (SMB) reported: Missing functionality. Severity: High. Impacting business operations.,Resolved by providing workaround. Customer satisfaction: 3/5.,3
TICKET-00627,CUST-0100,DisasterRecovery Inc,SMB,Billing,Pricing clarification,Medium,2024-07-14,2024-07-17,87,DisasterRecovery Inc (SMB) reported: Pricing clarification. Severity: Medium.,Resolved by providing configuration change. Customer satisfaction: 1/5.,1
TICKET-00628,CUST-0100,DisasterRecovery Inc,SMB,Billing,Pricing clarification,High,2025-01-31,2025-02-01,39,DisasterRecovery Inc (SMB) reported: Pricing clarification. Severity: High. Impacting business operations.,Resolved by providing configuration change. Customer satisfaction: 1/5.,1
TICKET-00629,CUST-0100,DisasterRecovery Inc,SMB,Feature,UI/UX feedback,Low,2024-07-25,2024-07-26,45,DisasterRecovery Inc (SMB) reported: UI/UX feedback. Severity: Low.,Resolved by providing documentation. Customer satisfaction: 2/5.,2
TICKET-00630,CUST-0100,DisasterRecovery Inc,SMB,Technical,Authentication failure,Critical,2025-05-28,2025-05-28,6,DisasterRecovery Inc (SMB) reported: Authentication failure. Severity: Critical. Impacting business operations.,Resolved by providing configuration change. Customer satisfaction: 1/5.,1
TICKET-00631,CUST-0100,DisasterRecovery Inc,SMB,Feature,Feature request,High,2023-11-13,2023-11-13,14,DisasterRecovery Inc (SMB) reported: Feature request. Severity: High. Impacting business operations.,Resolved by providing fix. Customer satisfaction: 3/5.,3
TICKET-00632,CUST-0100,DisasterRecovery Inc,SMB,Feature,Missing functionality,High,2024-01-16,2024-01-16,9,DisasterRecovery Inc (SMB) reported: Missing functionality. Severity: High. Impacting business operations.,Resolved by providing fix. Customer satisfaction: 3/5.,3
TICKET-00633,CUST-0100,DisasterRecovery Inc,SMB,Training,Setup help,Low,2025-04-24,2025-04-29,121,DisasterRecovery Inc (SMB) reported: Setup help. Severity: Low.,Resolved by providing documentation. Customer satisfaction: 1/5.,1
TICKET-00634,CUST-0100,DisasterRecovery Inc,SMB,Training,Setup help,Low,2025-07-13,2025-07-19,158,DisasterRecovery Inc (SMB) reported: Setup help. Severity: Low.,Resolved by providing workaround. Customer satisfaction: 1/5.,1
TICKET-00635,CUST-0101,IntegrationHQ Systems,Commercial,Technical,Data sync problem,Medium,2024-01-05,2024-01-06,29,IntegrationHQ Systems (Commercial) reported: Data sync problem. Severity: Medium.,Resolved by providing configuration change. Customer satisfaction: 2/5.,2
TICKET-00636,CUST-0101,IntegrationHQ Systems,Commercial,Feature,Feature request,Medium,2023-12-17,2023-12-20,86,IntegrationHQ Systems (Commercial) reported: Feature request. Severity: Medium.,Resolved by providing documentation. Customer satisfaction: 3/5.,3
TICKET-00637,CUST-0101,IntegrationHQ Systems,Commercial,Billing,Payment issue,Critical,2024-02-10,2024-02-10,10,IntegrationHQ Systems (Commercial) reported: Payment issue. Severity: Critical. Impacting business operations.,Resolved by providing feature update. Customer satisfaction: 3/5.,3
TICKET-00638,CUST-0101,IntegrationHQ Systems,Commercial,Training,Documentation request,Critical,2025-06-29,2025-06-29,11,IntegrationHQ Systems (Commercial) reported: Documentation request. Severity: Critical. Impacting business operations.,Resolved by providing workaround. Customer satisfaction: 3/5.,3
TICKET-00639,CUST-0101,IntegrationHQ Systems,Commercial,Billing,Pricing clarification,High,2024-12-17,2024-12-18,26,IntegrationHQ Systems (Commercial) reported: Pricing clarification. Severity: High. Impacting business operations.,Resolved by providing fix. Customer satisfaction: 3/5.,3
TICKET-00640,CUST-0101,IntegrationHQ Systems,Commercial,Feature,Feature request,Critical,2025-04-22,2025-04-22,10,IntegrationHQ Systems (Commercial) reported: Feature request. Severity: Critical. Impacting business operations.,Resolved by providing workaround. Customer satisfaction: 2/5.,2
TICKET-00641,CUST-0101,IntegrationHQ Systems,Commercial,Technical,Integration issue,High,2024-10-14,2024-10-15,36,IntegrationHQ Systems (Commercial) reported: Integration issue. Severity: High. Impacting business operations.,Resolved by providing fix. Customer satisfaction: 3/5.,3
TICKET-00642,CUST-0101,IntegrationHQ Systems,Commercial,Billing,Invoice question,Critical,2024-11-06,2024-11-06,11,IntegrationHQ Systems (Commercial) reported: Invoice question. Severity: Critical. Impacting business operations.,Resolved by providing documentation. Customer satisfaction: 3/5.,3
TICKET-00643,CUST-0101,IntegrationHQ Systems,Commercial,Training,How-to question,Medium,2024-01-29,2024-01-29,15,IntegrationHQ Systems (Commercial) reported: How-to question. Severity: Medium.,Resolved by providing fix. Customer satisfaction: 2/5.,2
TICKET-00644,CUST-0102,DevOpsHub Systems,SMB,Feature,Feature request,Medium,2024-08-13,2024-08-14,33,DevOpsHub Systems (SMB) reported: Feature request. Severity: Medium.,Resolved by providing configuration change. Customer satisfaction: 2/5.,2
TICKET-00645,CUST-0102,DevOpsHub Systems,SMB,Feature,Feature request,High,2024-12-08,2024-12-09,28,DevOpsHub Systems (SMB) reported: Feature request. Severity: High. Impacting business operations.,Resolved by providing configuration change. Customer satisfaction: 1/5.,1
TICKET-00646,CUST-0102,DevOpsHub Systems,SMB,Billing,Pricing clarification,Low,2024-04-14,2024-04-16,67,DevOpsHub Systems (SMB) reported: Pricing clarification. Severity: Low.,Resolved by providing workaround. Customer satisfaction: 3/5.,3
TICKET-00647,CUST-0102,DevOpsHub Systems,SMB,Training,Best practices,Critical,2024-05-25,2024-05-25,2,DevOpsHub Systems (SMB) reported: Best practices. Severity: Critical. Impacting business operations.,Resolved by providing configuration change. Customer satisfaction: 3/5.,3
TICKET-00648,CUST-0102,DevOpsHub Systems,SMB,Feature,UI/UX feedback,Critical,2023-09-08,2023-09-08,8,DevOpsHub Systems (SMB) reported: UI/UX feedback. Severity: Critical. Impacting business operations.,Resolved by providing workaround. Customer satisfaction: 3/5.,3
TICKET-00649,CUST-0102,DevOpsHub Systems,SMB,Training,Setup help,High,2023-08-25,2023-08-26,37,DevOpsHub Systems (SMB) reported: Setup help. Severity: High. Impacting business operations.,Resolved by providing feature update. Customer satisfaction: 4/5.,4
TICKET-00650,CUST-0102,DevOpsHub Systems,SMB,Training,Best practices,Critical,2023-11-05,2023-11-05,6,DevOpsHub Systems (SMB) reported: Best practices. Severity: Critical. Impacting business operations.,Resolved by providing documentation. Customer satisfaction: 4/5.,4
TICKET-00651,CUST-0102,DevOpsHub Systems,SMB,Feature,Feature request,High,2023-11-10,2023-11-10,19,DevOpsHub Systems (SMB) reported: Feature request. Severity: High. Impacting business operations.,Resolved by providing fix. Customer satisfaction: 3/5.,3
TICKET-00652,CUST-0102,DevOpsHub Systems,SMB,Billing,Payment issue,High,2023-05-17,2023-05-17,9,DevOpsHub Systems (SMB) reported: Payment issue. Severity: High. Impacting business operations.,Resolved by providing workaround. Customer satisfaction: 3/5.,3
TICKET-00653,CUST-0102,DevOpsHub Systems,SMB,Training,Best practices,High,2024-10-26,2024-10-27,31,DevOpsHub Systems (SMB) reported: Best practices. Severity: High. Impacting business operations.,Resolved by providing fix. Customer satisfaction: 2/5.,2
TICKET-00654,CUST-0102,DevOpsHub Systems,SMB,Technical,Authentication failure,High,2024-08-14,2024-08-15,24,DevOpsHub Systems (SMB) reported: Authentication failure. Severity: High. Impacting business operations.,Resolved by providing documentation. Customer satisfaction: 2/5.,2
TICKET-00655,CUST-0102,DevOpsHub Systems,SMB,Billing,Pricing clarification,Critical,2024-11-16,2024-11-16,8,DevOpsHub Systems (SMB) reported: Pricing clarification. Severity: Critical. Impacting business operations.,Resolved by providing workaround. Customer satisfaction: 3/5.,3
TICKET-00656,CUST-0102,DevOpsHub Systems,SMB,Billing,Plan change request,High,2024-05-09,2024-05-09,9,DevOpsHub Systems (SMB) reported: Plan change request. Severity: High. Impacting business operations.,Resolved by providing workaround. Customer satisfaction: 3/5.,3
TICKET-00657,CUST-0102,DevOpsHub Systems,SMB,Feature,Workflow improvement,High,2023-08-02,2023-08-02,23,DevOpsHub Systems (SMB) reported: Workflow improvement. Severity: High. Impacting business operations.,Resolved by providing documentation. Customer satisfaction: 4/5.,4
TICKET-00658,CUST-0102,DevOpsHub Systems,SMB,Feature,UI/UX feedback,Low,2024-03-21,2024-03-27,163,DevOpsHub Systems (SMB) reported: UI/UX feedback. Severity: Low.,Resolved by providing fix. Customer satisfaction: 3/5.,3
TICKET-00659,CUST-0103,CacheMaster LLC,Commercial,Feature,Workflow improvement,High,2025-10-22,2025-10-23,47,CacheMaster LLC (Commercial) reported: Workflow improvement. Severity: High. Impacting business operations.,Resolved by providing feature update. Customer satisfaction: 2/5.,2
TICKET-00660,CUST-0103,CacheMaster LLC,Commercial,Technical,Authentication failure,High,2026-02-08,2026-02-08,16,CacheMaster LLC (Commercial) reported: Authentication failure. Severity: High. Impacting business operations.,Resolved by providing documentation. Customer satisfaction: 1/5.,1
TICKET-00661,CUST-0103,CacheMaster LLC,Commercial,Billing,Pricing clarification,High,2026-04-28,2026-04-28,20,CacheMaster LLC (Commercial) reported: Pricing clarification. Severity: High. Impacting business operations.,Resolved by providing fix. Customer satisfaction: 1/5.,1
TICKET-00662,CUST-0103,CacheMaster LLC,Commercial,Training,Setup help,Low,2026-03-28,2026-04-02,128,CacheMaster LLC (Commercial) reported: Setup help. Severity: Low.,Resolved by providing feature update. Customer satisfaction: 1/5.,1
TICKET-00663,CUST-0103,CacheMaster LLC,Commercial,Technical,Authentication failure,Low,2025-11-17,2025-11-18,30,CacheMaster LLC (Commercial) reported: Authentication failure. Severity: Low.,Resolved by providing feature update. Customer satisfaction: 3/5.,3
TICKET-00664,CUST-0103,CacheMaster LLC,Commercial,Feature,Workflow improvement,High,2025-09-13,2025-09-14,44,CacheMaster LLC (Commercial) reported: Workflow improvement. Severity: High. Impacting business operations.,Resolved by providing workaround. Customer satisfaction: 2/5.,2
TICKET-00665,CUST-0103,CacheMaster LLC,Commercial,Billing,Plan change request,High,2025-08-27,2025-08-27,18,CacheMaster LLC (Commercial) reported: Plan change request. Severity: High. Impacting business operations.,Resolved by providing configuration change. Customer satisfaction: 2/5.,2
TICKET-00666,CUST-0103,CacheMaster LLC,Commercial,Feature,Workflow improvement,Medium,2026-01-20,2026-01-22,55,CacheMaster LLC (Commercial) reported: Workflow improvement. Severity: Medium.,Resolved by providing fix. Customer satisfaction: 2/5.,2
TICKET-00667,CUST-0104,LogStream Group,SMB,Feature,Workflow improvement,Medium,2025-10-13,2025-10-15,66,LogStream Group (SMB) reported: Workflow improvement. Severity: Medium.,Resolved by providing documentation. Customer satisfaction: 4/5.,4
TICKET-00668,CUST-0104,LogStream Group,SMB,Billing,Payment issue,Medium,2026-05-12,2026-05-12,12,LogStream Group (SMB) reported: Payment issue. Severity: Medium.,Resolved by providing documentation. Customer satisfaction: 4/5.,4
TICKET-00669,CUST-0104,LogStream Group,SMB,Feature,UI/UX feedback,Low,2026-02-25,2026-02-28,74,LogStream Group (SMB) reported: UI/UX feedback. Severity: Low.,Resolved by providing configuration change. Customer satisfaction: 3/5.,3
TICKET-00670,CUST-0104,LogStream Group,SMB,Technical,Performance slow,Critical,2026-02-24,2026-02-24,11,LogStream Group (SMB) reported: Performance slow. Severity: Critical. Impacting business operations.,Resolved by providing configuration change. Customer satisfaction: 3/5.,3
TICKET-00671,CUST-0104,LogStream Group,SMB,Feature,Workflow improvement,High,2025-12-26,2025-12-26,23,LogStream Group (SMB) reported: Workflow improvement. Severity: High. Impacting business operations.,Resolved by providing workaround. Customer satisfaction: 4/5.,4
TICKET-00672,CUST-0105,CodeCraft Inc,SMB,Feature,Missing functionality,Medium,2024-05-13,2024-05-14,26,CodeCraft Inc (SMB) reported: Missing functionality. Severity: Medium.,Resolved by providing feature update. Customer satisfaction: 2/5.,2
TICKET-00673,CUST-0105,CodeCraft Inc,SMB,Training,Best practices,Critical,2025-09-12,2025-09-12,1,CodeCraft Inc (SMB) reported: Best practices. Severity: Critical. Impacting business operations.,Resolved by providing workaround. Customer satisfaction: 3/5.,3
TICKET-00674,CUST-0105,CodeCraft Inc,SMB,Training,How-to question,High,2025-10-22,2025-10-23,40,CodeCraft Inc (SMB) reported: How-to question. Severity: High. Impacting business operations.,Resolved by providing fix. Customer satisfaction: 1/5.,1
TICKET-00675,CUST-0105,CodeCraft Inc,SMB,Feature,Missing functionality,Medium,2024-11-11,2024-11-14,88,CodeCraft Inc (SMB) reported: Missing functionality. Severity: Medium.,Resolved by providing workaround. Customer satisfaction: 3/5.,3
TICKET-00676,CUST-0105,CodeCraft Inc,SMB,Feature,Feature request,Medium,2024-07-03,2024-07-04,37,CodeCraft Inc (SMB) reported: Feature request. Severity: Medium.,Resolved by providing feature update. Customer satisfaction: 2/5.,2
TICKET-00677,CUST-0105,CodeCraft Inc,SMB,Billing,Plan change request,Medium,2025-05-23,2025-05-27,96,CodeCraft Inc (SMB) reported: Plan change request. Severity: Medium.,Resolved by providing fix. Customer satisfaction: 1/5.,1
TICKET-00678,CUST-0105,CodeCraft Inc,SMB,Feature,Workflow improvement,High,2023-11-23,2023-11-23,13,CodeCraft Inc (SMB) reported: Workflow improvement. Severity: High. Impacting business operations.,Resolved by providing configuration change. Customer satisfaction: 3/5.,3
TICKET-00679,CUST-0105,CodeCraft Inc,SMB,Technical,Data sync problem,High,2024-10-17,2024-10-17,18,CodeCraft Inc (SMB) reported: Data sync problem. Severity: High. Impacting business operations.,Resolved by providing workaround. Customer satisfaction: 2/5.,2
TICKET-00680,CUST-0105,CodeCraft Inc,SMB,Billing,Invoice question,Medium,2023-09-05,2023-09-08,75,CodeCraft Inc (SMB) reported: Invoice question. Severity: Medium.,Resolved by providing configuration change. Customer satisfaction: 3/5.,3
TICKET-00681,CUST-0105,CodeCraft Inc,SMB,Billing,Pricing clarification,Medium,2024-11-24,2024-11-27,89,CodeCraft Inc (SMB) reported: Pricing clarification. Severity: Medium.,Resolved by providing configuration change. Customer satisfaction: 2/5.,2
TICKET-00682,CUST-0105,CodeCraft Inc,SMB,Feature,Missing functionality,Low,2025-08-17,2025-08-18,43,CodeCraft Inc (SMB) reported: Missing functionality. Severity: Low.,Resolved by providing documentation. Customer satisfaction: 1/5.,1
TICKET-00683,CUST-0105,CodeCraft Inc,SMB,Feature,Missing functionality,High,2023-12-23,2023-12-23,8,CodeCraft Inc (SMB) reported: Missing functionality. Severity: High. Impacting business operations.,Resolved by providing configuration change. Customer satisfaction: 3/5.,3
TICKET-00684,CUST-0105,CodeCraft Inc,SMB,Training,How-to question,High,2023-11-11,2023-11-11,23,CodeCraft Inc (SMB) reported: How-to question. Severity: High. Impacting business operations.,Resolved by providing workaround. Customer satisfaction: 2/5.,2
TICKET-00685,CUST-0106,CloudScale Inc,Commercial,Technical,Integration issue,Medium,2026-04-19,2026-04-22,92,CloudScale Inc (Commercial) reported: Integration issue. Severity: Medium.,Resolved by providing feature update. Customer satisfaction: 3/5.,3
TICKET-00686,CUST-0106,CloudScale Inc,Commercial,Technical,Data sync problem,High,2026-03-26,2026-03-26,6,CloudScale Inc (Commercial) reported: Data sync problem. Severity: High. Impacting business operations.,Resolved by providing configuration change. Customer satisfaction: 2/5.,2
TICKET-00687,CUST-0106,CloudScale Inc,Commercial,Billing,Payment issue,Medium,2026-05-04,2026-05-05,43,CloudScale Inc (Commercial) reported: Payment issue. Severity: Medium.,Resolved by providing configuration change. Customer satisfaction: 3/5.,3
TICKET-00688,CUST-0106,CloudScale Inc,Commercial,Technical,Integration issue,High,2026-03-11,2026-03-11,19,CloudScale Inc (Commercial) reported: Integration issue. Severity: High. Impacting business operations.,Resolved by providing documentation. Customer satisfaction: 3/5.,3
TICKET-00689,CUST-0106,CloudScale Inc,Commercial,Technical,Integration issue,Medium,2026-03-03,2026-03-03,19,CloudScale Inc (Commercial) reported: Integration issue. Severity: Medium.,Resolved by providing workaround. Customer satisfaction: 2/5.,2
TICKET-00690,CUST-0106,CloudScale Inc,Commercial,Technical,API error,Medium,2026-02-20,2026-02-21,43,CloudScale Inc (Commercial) reported: API error. Severity: Medium.,Resolved by providing workaround. Customer satisfaction: 3/5.,3
TICKET-00691,CUST-0106,CloudScale Inc,Commercial,Technical,Performance slow,Medium,2026-02-21,2026-02-23,68,CloudScale Inc (Commercial) reported: Performance slow. Severity: Medium.,Resolved by providing feature update. Customer satisfaction: 3/5.,3
TICKET-00692,CUST-0107,AuditPro Labs,Enterprise,Training,Setup help,Low,2025-10-26,2025-10-27,41,AuditPro Labs (Enterprise) reported: Setup help. Severity: Low.,Resolved by providing feature update. Customer satisfaction: 3/5.,3
TICKET-00693,CUST-0107,AuditPro Labs,Enterprise,Technical,Authentication failure,High,2026-03-22,2026-03-23,41,AuditPro Labs (Enterprise) reported: Authentication failure. Severity: High. Impacting business operations.,Resolved by providing fix. Customer satisfaction: 4/5.,4
TICKET-00694,CUST-0108,DevTools LLC,Enterprise,Technical,Authentication failure,Low,2025-11-02,2025-11-07,124,DevTools LLC (Enterprise) reported: Authentication failure. Severity: Low.,Resolved by providing workaround. Customer satisfaction: 4/5.,4
TICKET-00695,CUST-0109,MonitorPlus Labs,SMB,Technical,Authentication failure,Medium,2024-03-21,2024-03-22,34,MonitorPlus Labs (SMB) reported: Authentication failure. Severity: Medium.,Resolved by providing feature update. Customer satisfaction: 3/5.,3
TICKET-00696,CUST-0110,ContainerOps Solutions,SMB,Technical,Integration issue,Low,2025-10-12,2025-10-15,78,ContainerOps Solutions (SMB) reported: Integration issue. Severity: Low.,Resolved by providing documentation. Customer satisfaction: 4/5.,4
TICKET-00697,CUST-0110,ContainerOps Solutions,SMB,Billing,Pricing clarification,High,2024-06-30,2024-07-01,24,ContainerOps Solutions (SMB) reported: Pricing clarification. Severity: High. Impacting business operations.,Resolved by providing documentation. Customer satisfaction: 2/5.,2
TICKET-00698,CUST-0110,ContainerOps Solutions,SMB,Billing,Pricing clarification,Medium,2025-10-20,2025-10-21,37,ContainerOps Solutions (SMB) reported: Pricing clarification. Severity: Medium.,Resolved by providing feature update. Customer satisfaction: 3/5.,3
TICKET-00699,CUST-0110,ContainerOps Solutions,SMB,Feature,Workflow improvement,Medium,2025-04-20,2025-04-22,71,ContainerOps Solutions (SMB) reported: Workflow improvement. Severity: Medium.,Resolved by providing documentation. Customer satisfaction: 4/5.,4
TICKET-00700,CUST-0110,ContainerOps Solutions,SMB,Training,Best practices,Low,2025-07-15,2025-07-19,116,ContainerOps Solutions (SMB) reported: Best practices. Severity: Low.,Resolved by providing configuration change. Customer satisfaction: 3/5.,3
TICKET-00701,CUST-0110,ContainerOps Solutions,SMB,Technical,Authentication failure,Low,2024-06-19,2024-06-21,65,ContainerOps Solutions (SMB) reported: Authentication failure. Severity: Low.,Resolved by providing feature update. Customer satisfaction: 4/5.,4
TICKET-00702,CUST-0110,ContainerOps Solutions,SMB,Training,Best practices,Medium,2025-08-04,2025-08-07,74,ContainerOps Solutions (SMB) reported: Best practices. Severity: Medium.,Resolved by providing fix. Customer satisfaction: 3/5.,3
TICKET-00703,CUST-0111,CloudVision Corp,Commercial,Feature,Workflow improvement,Medium,2025-03-08,2025-03-09,29,CloudVision Corp (Commercial) reported: Workflow improvement. Severity: Medium.,Resolved by providing documentation. Customer satisfaction: 2/5.,2
TICKET-00704,CUST-0111,CloudVision Corp,Commercial,Training,Best practices,Low,2024-06-02,2024-06-04,66,CloudVision Corp (Commercial) reported: Best practices. Severity: Low.,Resolved by providing feature update. Customer satisfaction: 5/5.,5
TICKET-00705,CUST-0111,CloudVision Corp,Commercial,Training,Setup help,Low,2025-06-18,2025-06-24,147,CloudVision Corp (Commercial) reported: Setup help. Severity: Low.,Resolved by providing workaround. Customer satisfaction: 3/5.,3
TICKET-00706,CUST-0111,CloudVision Corp,Commercial,Technical,Performance slow,Medium,2025-03-30,2025-03-31,33,CloudVision Corp (Commercial) reported: Performance slow. Severity: Medium.,Resolved by providing configuration change. Customer satisfaction: 2/5.,2
TICKET-00707,CUST-0111,CloudVision Corp,Commercial,Feature,Workflow improvement,Medium,2025-06-06,2025-06-09,87,CloudVision Corp (Commercial) reported: Workflow improvement. Severity: Medium.,Resolved by providing fix. Customer satisfaction: 1/5.,1
TICKET-00708,CUST-0112,MicroServe Systems,SMB,Training,How-to question,Medium,2026-04-15,2026-04-16,41,MicroServe Systems (SMB) reported: How-to question. Severity: Medium.,Resolved by providing feature update. Customer satisfaction: 5/5.,5
TICKET-00709,CUST-0112,MicroServe Systems,SMB,Technical,API error,High,2026-02-22,2026-02-23,36,MicroServe Systems (SMB) reported: API error. Severity: High. Impacting business operations.,Resolved by providing workaround. Customer satisfaction: 4/5.,4
TICKET-00710,CUST-0112,MicroServe Systems,SMB,Feature,Missing functionality,Medium,2026-01-23,2026-01-25,65,MicroServe Systems (SMB) reported: Missing functionality. Severity: Medium.,Resolved by providing documentation. Customer satisfaction: 4/5.,4
TICKET-00711,CUST-0113,IntegrationHQ Group,Commercial,Billing,Pricing clarification,Low,2026-04-02,2026-04-09,168,IntegrationHQ Group (Commercial) reported: Pricing clarification. Severity: Low.,Resolved by providing configuration change. Customer satisfaction: 5/5.,5
TICKET-00712,CUST-0114,LoadBalance Systems,Enterprise,Feature,Missing functionality,High,2024-09-13,2024-09-14,34,LoadBalance Systems (Enterprise) reported: Missing functionality. Severity: High. Impacting business operations.,Resolved by providing configuration change. Customer satisfaction: 2/5.,2
TICKET-00713,CUST-0114,LoadBalance Systems,Enterprise,Billing,Pricing clarification,High,2024-09-03,2024-09-04,34,LoadBalance Systems (Enterprise) reported: Pricing clarification. Severity: High. Impacting business operations.,Resolved by providing configuration change. Customer satisfaction: 1/5.,1
TICKET-00714,CUST-0114,LoadBalance Systems,Enterprise,Technical,Authentication failure,Critical,2024-05-14,2024-05-14,12,LoadBalance Systems (Enterprise) reported: Authentication failure. Severity: Critical. Impacting business operations.,Resolved by providing configuration change. Customer satisfaction: 1/5.,1
TICKET-00715,CUST-0114,LoadBalance Systems,Enterprise,Billing,Payment issue,High,2023-06-24,2023-06-24,16,LoadBalance Systems (Enterprise) reported: Payment issue. Severity: High. Impacting business operations.,Resolved by providing fix. Customer satisfaction: 1/5.,1
TICKET-00716,CUST-0114,LoadBalance Systems,Enterprise,Technical,Authentication failure,Critical,2024-07-04,2024-07-04,7,LoadBalance Systems (Enterprise) reported: Authentication failure. Severity: Critical. Impacting business operations.,Resolved by providing configuration change. Customer satisfaction: 1/5.,1
TICKET-00717,CUST-0114,LoadBalance Systems,Enterprise,Training,Documentation request,Critical,2024-12-08,2024-12-08,5,LoadBalance Systems (Enterprise) reported: Documentation request. Severity: Critical. Impacting business operations.,Resolved by providing configuration change. Customer satisfaction: 1/5.,1
TICKET-00718,CUST-0114,LoadBalance Systems,Enterprise,Training,Setup help,High,2023-12-04,2023-12-05,43,LoadBalance Systems (Enterprise) reported: Setup help. Severity: High. Impacting business operations.,Resolved by providing configuration change. Customer satisfaction: 3/5.,3
TICKET-00719,CUST-0114,LoadBalance Systems,Enterprise,Training,How-to question,High,2023-10-13,2023-10-13,15,LoadBalance Systems (Enterprise) reported: How-to question. Severity: High. Impacting business operations.,Resolved by providing fix. Customer satisfaction: 3/5.,3
TICKET-00720,CUST-0114,LoadBalance Systems,Enterprise,Technical,API error,High,2023-07-01,2023-07-02,26,LoadBalance Systems (Enterprise) reported: API error. Severity: High. Impacting business operations.,Resolved by providing workaround. Customer satisfaction: 2/5.,2
TICKET-00721,CUST-0114,LoadBalance Systems,Enterprise,Billing,Pricing clarification,Medium,2024-04-12,2024-04-13,24,LoadBalance Systems (Enterprise) reported: Pricing clarification. Severity: Medium.,Resolved by providing configuration change. Customer satisfaction: 2/5.,2
TICKET-00722,CUST-0114,LoadBalance Systems,Enterprise,Training,Setup help,Medium,2024-05-02,2024-05-04,60,LoadBalance Systems (Enterprise) reported: Setup help. Severity: Medium.,Resolved by providing documentation. Customer satisfaction: 2/5.,2
TICKET-00723,CUST-0114,LoadBalance Systems,Enterprise,Technical,Authentication failure,High,2023-11-12,2023-11-13,29,LoadBalance Systems (Enterprise) reported: Authentication failure. Severity: High. Impacting business operations.,Resolved by providing workaround. Customer satisfaction: 2/5.,2
TICKET-00724,CUST-0114,LoadBalance Systems,Enterprise,Feature,Missing functionality,Critical,2024-11-03,2024-11-03,2,LoadBalance Systems (Enterprise) reported: Missing functionality. Severity: Critical. Impacting business operations.,Resolved by providing workaround. Customer satisfaction: 1/5.,1
TICKET-00725,CUST-0114,LoadBalance Systems,Enterprise,Feature,Missing functionality,High,2023-07-12,2023-07-13,44,LoadBalance Systems (Enterprise) reported: Missing functionality. Severity: High. Impacting business operations.,Resolved by providing documentation. Customer satisfaction: 1/5.,1
TICKET-00726,CUST-0115,SecurityFirst LLC,SMB,Feature,Workflow improvement,Medium,2025-04-07,2025-04-08,28,SecurityFirst LLC (SMB) reported: Workflow improvement. Severity: Medium.,Resolved by providing workaround. Customer satisfaction: 3/5.,3
TICKET-00727,CUST-0115,SecurityFirst LLC,SMB,Billing,Pricing clarification,High,2026-03-23,2026-03-23,9,SecurityFirst LLC (SMB) reported: Pricing clarification. Severity: High. Impacting business operations.,Resolved by providing documentation. Customer satisfaction: 2/5.,2
TICKET-00728,CUST-0115,SecurityFirst LLC,SMB,Feature,Workflow improvement,Medium,2026-02-20,2026-02-20,20,SecurityFirst LLC (SMB) reported: Workflow improvement. Severity: Medium.,Resolved by providing configuration change. Customer satisfaction: 1/5.,1
TICKET-00729,CUST-0115,SecurityFirst LLC,SMB,Feature,Workflow improvement,Critical,2025-03-06,2025-03-06,4,SecurityFirst LLC (SMB) reported: Workflow improvement. Severity: Critical. Impacting business operations.,Resolved by providing feature update. Customer satisfaction: 3/5.,3
TICKET-00730,CUST-0115,SecurityFirst LLC,SMB,Training,How-to question,Critical,2026-05-30,2026-05-30,1,SecurityFirst LLC (SMB) reported: How-to question. Severity: Critical. Impacting business operations.,Resolved by providing fix. Customer satisfaction: 1/5.,1
TICKET-00731,CUST-0115,SecurityFirst LLC,SMB,Training,Setup help,Medium,2025-01-15,2025-01-18,92,SecurityFirst LLC (SMB) reported: Setup help. Severity: Medium.,Resolved by providing feature update. Customer satisfaction: 4/5.,4
TICKET-00732,CUST-0115,SecurityFirst LLC,SMB,Billing,Payment issue,Medium,2025-04-23,2025-04-25,57,SecurityFirst LLC (SMB) reported: Payment issue. Severity: Medium.,Resolved by providing documentation. Customer satisfaction: 3/5.,3
